time_s,left_hip_yaw_Nm,left_hip_roll_Nm,left_hip_pitch_Nm,left_knee_Nm,left_ankle_Nm,right_hip_yaw_Nm,right_hip_roll_Nm,right_hip_pitch_Nm,right_knee_Nm,right_ankle_Nm
0.0,0.10057829742656987,0.9974285453007701,-0.23525008374658235,-1.1795208098979444,0.06384403568418848,-0.15378285106281753,-0.2416047519907023,-0.4002139125471248,-0.39292891047626377,0.32367490125535536
0.001,0.08770053768832645,0.9528082476106855,-0.22215035923431264,-1.1427854027710216,0.06482746567484943,-0.13114348852025626,-0.22993550447358468,-0.25044542699495237,-0.15992616606660093,0.18579751146766796
0.002,0.07594690102698648,0.8958173600006134,-0.208329096049168,-1.1045467437969956,0.06609840558934413,-0.1095048097860099,-0.2056001345424956,-0.10081092686174262,0.07442447653240693,0.04810271140961147
0.003,0.06545937321670593,0.8293553132832397,-0.194245103376587,-1.0658868626437474,0.06760212468906562,-0.08927275607942478,-0.17093848933300426,0.04560577876884592,0.30534908633673635,-0.08664050056336531
0.004,0.0561892674396091,0.7541321552196225,-0.1799492291640623,-1.0268827540450711,0.06932150212546459,-0.07041397054336501,-0.12668084156821602,0.18875312974139472,0.5326840394972079,-0.2183955968126438
0.005,0.04810847342082118,0.6704627496797573,-0.1654529487319627,-0.9875615421110229,0.07125410735762891,-0.05290569928716993,-0.07316271953122766,0.3285852317711259,0.7562759570413293,-0.3471204278806108
0.006,0.041206437366635144,0.5783390595092371,-0.15073612079036008,-0.9479092253409871,0.073409585010984,-0.03673499448121612,-0.010397079381946672,0.4650596785091663,0.9759798292761337,-0.4727678033478986
0.007,0.03548695528467981,0.47750267108501676,-0.13575474070276233,-0.9078796732137592,0.0758069679330607,-0.021897669442514266,0.061853271624603634,0.5981354652052494,1.1916571923068646,-0.5952860983044458
0.008,0.032308735992129134,0.4024706599047179,-0.1285567868423809,-0.8745001264184086,0.07659773860445919,-0.01279136396033035,0.10902832288130482,0.7200258871941029,1.4061309109626503,-0.7120338401182249
0.009000000000000001,0.03215531221995309,0.3927787975562335,-0.1370135777109478,-0.8551651574305195,0.07378641513718916,-0.012719453943536475,0.09155243338727737,0.823863959110404,1.6213084241144784,-0.8208247106884503
0.010000000000000002,0.03199729514004634,0.38325634299831,-0.14534376431002027,-0.8363280947553682,0.07093068047186295,-0.012643790739917593,0.07461825704374248,0.9250159884199057,1.830881207152236,-0.9268193439783601
0.011000000000000003,0.031834978171074904,0.3739026000972954,-0.15353954022656308,-0.8179940683743836,0.0680329253653717,-0.012564070370988962,0.05820525347175687,1.0234116348982016,2.03470853405645,-1.029949781935763
0.012000000000000004,0.031668842396022245,0.36471301620416696,-0.16159279853305222,-0.800167526775687,0.06509559489704826,-0.012480079008850009,0.04229690981663303,1.1189808120638964,2.232650357626258,-1.1301484379850275
0.013000000000000005,0.03149952331425844,0.3556798987598603,-0.16949523232878078,-0.7828522924731918,0.062121196443340465,-0.012391683426847749,0.026880080285117958,1.211654357239568,2.4245686249864735,-1.2273487260246148
0.014000000000000005,0.031327778501415736,0.34679309841289696,-0.17723843147805693,-0.7660516182983276,0.05911230649218972,-0.012298821243300728,0.011944352779410972,1.3013646721679157,2.6103285400133416,-1.321485663663284
0.015000000000000006,0.03115445626662535,0.33804065795904126,-0.1848139753454074,-0.7497682440446483,0.05607157626488145,-0.012201491014274249,-0.0025185562472548884,1.3880463321444652,2.789799768018881,-1.4124964474857937
0.016000000000000007,0.03078854730545554,0.21128727117008214,-0.1633962097593221,-0.708362671861215,0.060558603659782925,-0.0015276994715764632,0.1016828120206778,1.4971090015665278,2.9533169279977236,-1.5081447633178897
0.017000000000000008,0.030646641726617078,0.20492772308161022,-0.17112868485946608,-0.6935405200419804,0.05732655462806187,-0.0016432203689782329,0.08598093502834403,1.5770817635481338,3.1199842040231323,-1.5925755390919716
0.01800000000000001,0.03050307731104156,0.19858396773222017,-0.17865208624141318,-0.6792277539460372,0.05407511740905345,-0.00174520957285777,0.07081203831268851,1.653863977888618,3.280005967276458,-1.6737159591643802
0.01900000000000001,0.030358762490277514,0.19224704129544634,-0.18596005790076292,-0.6654265949975995,0.05080693365984927,-0.001834263689723994,0.05616645773870499,1.7274031541269168,3.433280807248993,-1.7515166799473691
0.02000000000000001,0.030214552331561277,0.18590875914254107,-0.19304656900245842,-0.6521389903092608,0.04752474332941675,-0.00191096086340052,0.04203421455019324,1.7976515315757966,3.579716723885461,-1.8259329274951408
0.02100000000000001,0.030071226674145045,0.17956206444340383,-0.19990595100523534,-0.6393666407489426,0.044231389488300354,-0.0019758427234941147,0.028404683137780717,1.8645664768321868,3.7192318666994226,-1.8969248612115817
0.022000000000000013,0.029929469914993068,0.17320134664450143,-0.20653293203153192,-0.6271110288550246,0.040929821053601274,-0.0020293976026924737,0.015266285555887715,1.9281108324087923,3.851755183130179,-1.964457892740004
0.023000000000000013,0.029789852498480075,0.16682272935113734,-0.21292266836701082,-0.6153734463360866,0.037623093406633924,-0.0020720450707090673,0.0026062135565353417,1.988253215137187,3.977226973071054,-2.0285029585632124
0.024000000000000014,0.029652814173691002,0.16042432700865283,-0.21907077297530503,-0.6041550208618087,0.03431436692919572,-0.0021041218410121454,-0.009589820966668994,2.0449682633690274,4.095599347283029,-2.0890367452180705
