time_s,desired_vy_m_s,actual_com_vy_m_s
0.0,0.03,0.25014711881505947
0.001,0.03,0.24800622531863528
0.002,0.03,0.24587685283147895
0.003,0.03,0.24375890161918648
0.004,0.03,0.24165227252894733
0.005,0.03,0.2395568669857335
0.006,0.03,0.23747258698812565
0.007,0.03,0.23539933510381347
0.008,0.03,0.23333701446480576
0.009000000000000001,0.03,0.2312855287623752
0.010000000000000002,0.03,0.22924478224177638
0.011000000000000003,0.03,0.22721467969675577
0.012000000000000004,0.03,0.22519512646388795
0.013000000000000005,0.03,0.22318602841675664
0.014000000000000005,0.03,0.22118729196000653
0.015000000000000006,0.03,0.21919882402328603
0.016000000000000007,0.03,0.21722053205510683
0.017000000000000008,0.03,0.2152523240166311
0.01800000000000001,0.03,0.2132941083754122
0.01900000000000001,0.03,0.2113457940991028
0.02000000000000001,0.03,0.20940729064914765
0.02100000000000001,0.03,0.20747850797447534
0.022000000000000013,0.03,0.20555935650520346
0.023000000000000013,0.03,0.20364974714637268
0.024000000000000014,0.03,0.2017495912717176
0.025000000000000015,0.03,0.19985880071748985
0.026000000000000016,0.03,0.19797728777634144
0.027000000000000017,0.03,0.1961049651912779
0.028000000000000018,0.03,0.1942417461496908
0.02900000000000002,0.03,0.19238754427747373
0.03000000000000002,0.03,0.19054227363323556
0.03100000000000002,0.03,0.18870584870260537
0.03200000000000002,0.03,0.18687818439264497
0.03300000000000002,0.03,0.1850591960263643
0.03400000000000002,0.03,0.1832487993373486
0.035000000000000024,0.03,0.18144691046449457
0.036000000000000025,0.03,0.17965344594685967
0.037000000000000026,0.03,0.17786832271862488
0.03800000000000003,0.03,0.17609145810416896
0.03900000000000003,0.03,0.1743227698132555
0.04000000000000003,0.03,0.17256217593633036
0.04100000000000003,0.03,0.17080959493992626
0.04200000000000003,0.03,0.16906494566217348
0.04300000000000003,0.03,0.16732814730841544
0.04400000000000003,0.03,0.16559911944691916
0.04500000000000003,0.03,0.16387778200468567
0.046000000000000034,0.03,0.16216405526335087
0.047000000000000035,0.03,0.16045785985517316
0.048000000000000036,0.03,0.1587591167591055
0.04900000000000004,0.03,0.15706774729694498
0.05000000000000004,0.03,0.15538367312955842
0.05100000000000004,0.03,0.15370681625317706
0.05200000000000004,0.03,0.15203709899575715
0.05300000000000004,0.03,0.15037444401340017
0.05400000000000004,0.03,0.14871877428683178
0.05500000000000004,0.03,0.14707001311793189
0.05600000000000004,0.03,0.1454280841263141
0.057000000000000044,0.03,0.1437929112459489
0.058000000000000045,0.03,0.1421644187218284
0.059000000000000045,0.03,0.14054253110666867
0.060000000000000046,0.03,0.13892717325764575
0.06100000000000005,0.03,0.1373182703331625
0.06200000000000005,0.03,0.13571574778964504
0.06300000000000004,0.03,0.1341195313783622
0.06400000000000004,0.03,0.1325295471422716
0.06500000000000004,0.03,0.13094572141288308
0.06600000000000004,0.03,0.12936798080714237
0.06700000000000005,0.03,0.12779625222433344
0.06800000000000005,0.03,0.12623046284299236
0.06900000000000005,0.03,0.1246705401178392
0.07000000000000005,0.03,0.12311641177671873
0.07100000000000005,0.03,0.12156800581755405
0.07200000000000005,0.03,0.12002525050531138
0.07300000000000005,0.03,0.11848807436897232
0.07400000000000005,0.03,0.11695640619851415
0.07500000000000005,0.03,0.11543017504190044
0.07600000000000005,0.03,0.11390931020207555
0.07700000000000005,0.03,0.11239374123396871
0.07800000000000006,0.03,0.11088339794150055
0.07900000000000006,0.03,0.10937821037459795
0.08000000000000006,0.03,0.10787810882621275
0.08100000000000006,0.03,0.10638302382934518
0.08200000000000006,0.03,0.1048928861540716
0.08300000000000006,0.03,0.10340762680457553
0.08400000000000006,0.03,0.10192717701618459
0.08500000000000006,0.03,0.10045146825240807
0.08600000000000006,0.03,0.09898043220197816
0.08700000000000006,0.03,0.09751400077589523
0.08800000000000006,0.03,0.09605210610447334
0.08900000000000007,0.03,0.09459468053439021
0.09000000000000007,0.03,0.09314165662573554
0.09100000000000007,0.03,0.09169296714906405
0.09200000000000007,0.03,0.090248545082446
0.09300000000000007,0.03,0.08880832360852142
0.09400000000000007,0.03,0.0873722361115515
0.09500000000000007,0.03,0.08594021617447128
0.09600000000000007,0.03,0.08451219757594146
0.09700000000000007,0.03,0.0830881142873978
0.09800000000000007,0.03,0.08166790047009984
0.09900000000000007,0.03,0.08025149047217703
0.10000000000000007,0.03,0.07883881882567229
0.10100000000000008,0.03,0.07742982024358258
0.10200000000000008,0.03,0.07602442961689619
0.10300000000000008,0.03,0.07462258201162524
