time_s,right_foot_x_m,left_foot_x_m,com_x_m,dcm_x_m
0.0,-0.029640192695398644,-0.02964095729898598,-0.029661090284845752,-0.029640210588798076
0.001,-0.02964019265710053,-0.029640935918977117,-0.029660949721050062,-0.029640210588798076
0.002,-0.029640192629977496,-0.029640915094008423,-0.029660810103541164,-0.029640210588798073
0.003,-0.029640192595309915,-0.029640894810285822,-0.02966067142594859,-0.029640210588798076
0.004,-0.02964019253627707,-0.029640875054422162,-0.029660533681944736,-0.02964021058879808
0.005,-0.02964019243872527,-0.02964085581340798,-0.02966039686524461,-0.02964021058879808
0.006,-0.029640192291804545,-0.029640837074585136,-0.029660260969605532,-0.02964021058879808
0.007,-0.02964019208848427,-0.02964081882562306,-0.029660125988826842,-0.02964021058879808
0.008,-0.02964019182595592,-0.02964080105449721,-0.029659991916749628,-0.02964021058879808
0.009000000000000001,-0.029640191505931713,-0.02964078374946997,-0.029659858747256435,-0.02964021058879808
0.010000000000000002,-0.029640191134847345,-0.02964076689907344,-0.029659726474271,-0.02964021058879808
0.011000000000000003,-0.029640190723976213,-0.029640750492094307,-0.029659595091757952,-0.029640210588798076
0.012000000000000004,-0.029640190289462704,-0.029640734517560396,-0.029659464593722568,-0.029640210588798076
0.013000000000000005,-0.02964018985228167,-0.029640718964729022,-0.02965933497421047,-0.029640210588798076
0.014000000000000005,-0.029640189438130755,-0.02964070382307666,-0.02965920622730737,-0.029640210588798076
0.015000000000000006,-0.029640189077262603,-0.02964068908229032,-0.029659078347138795,-0.029640210588798076
0.016000000000000007,-0.0296401888042623,-0.029640674732260074,-0.029658951327869814,-0.029640210588798076
0.017000000000000008,-0.02964018865777759,-0.02964066076307281,-0.029658825163704786,-0.02964021058879808
0.01800000000000001,-0.029640188680206556,-0.02964064716500703,-0.029658699848887075,-0.02964021058879808
0.01900000000000001,-0.029640188917349007,-0.02964063392852901,-0.029658575377698813,-0.02964021058879808
0.02000000000000001,-0.029640189418027287,-0.029640621044289155,-0.029658451744460614,-0.029640210588798076
0.02100000000000001,-0.029640190233681453,-0.029640608503119992,-0.029658328943531334,-0.029640210588798076
0.022000000000000013,-0.029640191417944023,-0.029640596296034227,-0.029658206969307804,-0.029640210588798076
0.023000000000000013,-0.02964019302619965,-0.02964058441422383,-0.029658085816224568,-0.029640210588798073
0.024000000000000014,-0.02964019511513341,-0.029640572849059382,-0.02965796547875365,-0.029640210588798073
0.025000000000000015,-0.029640197742273704,-0.0296405615920902,-0.02965784595140428,-0.029640210588798073
0.026000000000000016,-0.029640200965532548,-0.02964055063504445,-0.029657727228722654,-0.02964021058879807
0.027000000000000017,-0.029640204842748225,-0.02964053996982995,-0.029657609305291686,-0.029640210588798073
0.028000000000000018,-0.0296402094312337,-0.02964052958853492,-0.029657492175730753,-0.029640210588798073
0.02900000000000002,-0.029640214787334425,-0.02964051948342894,-0.029657375834695462,-0.029640210588798076
0.03000000000000002,-0.029640220965998547,-0.029640509646964255,-0.029657260276877387,-0.029640210588798073
0.03100000000000002,-0.029640228020362973,-0.029640500071776658,-0.029657145497003854,-0.029640210588798073
0.03200000000000002,-0.029640236001357387,-0.029640490750686754,-0.029657031489837678,-0.029640210588798076
0.03300000000000002,-0.029640244957329104,-0.0296404816767009,-0.029656918250176925,-0.029640210588798076
0.03400000000000002,-0.02964025493369042,-0.029640472843012154,-0.02965680577285469,-0.029640210588798076
0.035000000000000024,-0.029640265972590646,-0.029640464243000954,-0.029656694052738852,-0.02964021058879808
0.036000000000000025,-0.02964027811261415,-0.029640455870235633,-0.02965658308473183,-0.02964021058879808
0.037000000000000026,-0.02964029138850552,-0.02964044771847269,-0.02965647286377037,-0.02964021058879808
0.03800000000000003,-0.02964030583092302,-0.029640439781656626,-0.0296563633848253,-0.02964021058879808
0.03900000000000003,-0.0296403214662209,-0.02964043205391996,-0.02965625464290131,-0.02964021058879808
0.04000000000000003,-0.029640338316260978,-0.029640424529582217,-0.029656146633036708,-0.02964021058879808
0.04100000000000003,-0.0296403563982537,-0.029640417203149146,-0.02965603935030322,-0.029640210588798083
0.04200000000000003,-0.02964037572462821,-0.029640410069311278,-0.029655932789805734,-0.029640210588798083
0.04300000000000003,-0.029640396302932,-0.029640403122942277,-0.0296558269466821,-0.029640210588798087
0.04400000000000003,-0.029640418135758614,-0.029640396359096925,-0.0296557218161029,-0.029640210588798087
0.04500000000000003,-0.029640441220703785,-0.029640389773008615,-0.029655617393271227,-0.029640210588798087
0.046000000000000034,-0.029640465550347897,-0.029640383360086654,-0.02965551367342247,-0.029640210588798087
0.047000000000000035,-0.02964049111226554,-0.029640377115913105,-0.029655410651824084,-0.029640210588798087
0.048000000000000036,-0.029640517889059036,-0.029640371036239208,-0.0296553083237754,-0.029640210588798087
0.04900000000000004,-0.029640545858416575,-0.029640365116982016,-0.029655206684607385,-0.029640210588798087
0.05000000000000004,-0.02964057499319249,-0.029640359354219707,-0.029655105729682434,-0.029640210588798087
0.05100000000000004,-0.029640605261509075,-0.029640353744187754,-0.02965500545439417,-0.029640210588798087
0.05200000000000004,-0.029640636626877645,-0.029640348283273936,-0.029654905854167225,-0.02964021058879809
0.05300000000000004,-0.02964066904833907,-0.02964034296801366,-0.02965480692445703,-0.02964021058879809
0.05400000000000004,-0.029640702480620427,-0.029640337795084726,-0.029654708660749613,-0.02964021058879809
0.05500000000000004,-0.02964073687430769,-0.029640332761302138,-0.02965461105856139,-0.02964021058879809
0.05600000000000004,-0.029640772176032976,-0.029640327863612547,-0.029654514113438956,-0.029640210588798087
0.057000000000000044,-0.029640808328674037,-0.029640323099088733,-0.029654417820958897,-0.029640210588798087
0.058000000000000045,-0.029640845271565918,-0.02964031846492374,-0.029654322176727574,-0.029640210588798087
0.059000000000000045,-0.029640882940722757,-0.02964031395842521,-0.02965422717638092,-0.029640210588798087
0.060000000000000046,-0.029640921269068515,-0.02964030957700943,-0.029654132815584253,-0.02964021058879809
0.06100000000000005,-0.02964096018667565,-0.029640305318195337,-0.029654039090032065,-0.029640210588798087
0.06200000000000005,-0.02964099962101083,-0.029640301179598698,-0.029653945995447847,-0.029640210588798087
0.06300000000000004,-0.029641039497185974,-0.02964029715892608,-0.029653853527583866,-0.029640210588798087
0.06400000000000004,-0.029641079738214494,-0.029640293253969007,-0.029653761682220996,-0.029640210588798083
0.06500000000000004,-0.029641120265270722,-0.029640289462598206,-0.029653670455168507,-0.029640210588798083
0.06600000000000004,-0.02964116099795294,-0.029640285782757524,-0.029653579842263883,-0.029640210588798083
0.06700000000000005,-0.029641201854548153,-0.029640282212458662,-0.029653489839372636,-0.029640210588798083
0.06800000000000005,-0.02964124275229812,-0.02964027874977536,-0.0296534004423881,-0.029640210588798083
0.06900000000000005,-0.02964128360766617,-0.029640275392838124,-0.029653311647231263,-0.029640210588798083
0.07000000000000005,-0.029641324336604182,-0.02964027213982873,-0.029653223449850576,-0.02964021058879808
0.07100000000000005,-0.029641364854818452,-0.029640268988975444,-0.029653135846221763,-0.029640210588798083
0.07200000000000005,-0.02964140507803485,-0.02964026593854785,-0.029653048832347633,-0.029640210588798083
0.07300000000000005,-0.029641444922261496,-0.029640262986852177,-0.029652962404257913,-0.029640210588798083
0.07400000000000005,-0.029641484304049805,-0.02964026013222676,-0.029652876558009054,-0.02964021058879808
0.07500000000000005,-0.029641523140752274,-0.029640257373037816,-0.02965279128968406,-0.02964021058879808
0.07600000000000005,-0.02964156135077699,-0.029640254707675145,-0.029652706595392295,-0.02964021058879808
0.07700000000000005,-0.029641598853838273,-0.029640252134548448,-0.029652622471269326,-0.029640210588798076
0.07800000000000006,-0.029641635571203237,-0.02964024965208345,-0.02965253891347673,-0.02964021058879808
0.07900000000000006,-0.029641671425933144,-0.02964024725871869,-0.029652455918201925,-0.02964021058879808
0.08000000000000006,-0.029641706343120085,-0.029640244952902278,-0.029652373481657994,-0.029640210588798076
0.08100000000000006,-0.029641740250117107,-0.029640242733088785,-0.02965229160008352,-0.02964021058879808
0.08200000000000006,-0.029641773076762887,-0.02964024059773683,-0.0296522102697424,-0.02964021058879808
0.08300000000000006,-0.02964180475559905,-0.0296402385453063,-0.029652129486923688,-0.029640210588798083
0.08400000000000006,-0.029641835222080536,-0.029640236574256438,-0.029652049247941417,-0.029640210588798083
0.08500000000000006,-0.029641864414777883,-0.02964023468304354,-0.02965196954913444,-0.029640210588798083
0.08600000000000006,-0.029641892275571294,-0.029640232870119375,-0.029651890386866248,-0.02964021058879808
0.08700000000000006,-0.029641918749835666,-0.029640231133929686,-0.029651811757524824,-0.02964021058879808
