time_s,right_foot_y_m,left_foot_y_m,com_y_m,dcm_y_m
0.0,-0.020723848486539784,0.07337364463763453,0.02673582517285327,0.06365601720768715
0.001,-0.020723870089197488,0.0733738778091606,0.026984152984612625,0.06359009553439682
0.002,-0.020723882920383255,0.0733741043722852,0.027230363739585553,0.06352372706321235
0.003,-0.02072387025111925,0.07337432456687504,0.027474468671896197,0.06345690876586783
0.004,-0.02072381574128787,0.07337453862279006,0.027716478919584044,0.0633896375935726
0.005,-0.02072370343758182,0.07337474676027453,0.02795640552511216,0.06332191047687222
0.006,-0.020723517770964026,0.07337494919033485,0.028194259435871005,0.06325372432550833
0.007,-0.020723243553688674,0.07337514611510443,0.02843005150467796,0.06318507602827772
0.008,-0.020722865975933164,0.07337533772819588,0.028663792490272514,0.0631159624528904
0.009000000000000001,-0.02072237060208621,0.07337552421504144,0.02889549305780716,0.06304638044582656
0.010000000000000002,-0.020721743366734144,0.07337570575322072,0.029125163779334048,0.06297632683219279
0.011000000000000003,-0.020720970570385328,0.07337588251277774,0.02935281513428734,0.06290579841557718
0.012000000000000004,-0.020720038874969548,0.07337605465652595,0.029578457509961367,0.06283479197790345
0.013000000000000005,-0.020718935299146223,0.07337622234034251,0.029802101201984618,0.06276330427928414
0.014000000000000005,-0.020717647213453982,0.0733763857134521,0.030023756414789472,0.06269133205787282
0.015000000000000006,-0.020716162335331523,0.07337654491869997,0.030243433262077797,0.06261887202971514
0.016000000000000007,-0.020714468724037264,0.07337670009281527,0.030461141767282474,0.06254592088859913
0.017000000000000008,-0.020712554775494343,0.07337685136666437,0.030676891864024686,0.062472475305904246
0.01800000000000001,-0.020710409217084898,0.07337699886549483,0.030890693396567217,0.062398531930449516
0.01900000000000001,-0.020708021102416214,0.07337714270916987,0.031102556120263598,0.06232408738834067
0.02000000000000001,-0.020705379806079786,0.07337728301239481,0.03131248970200323,0.062249138282816155
0.02100000000000001,-0.020702475018422338,0.07337741988493357,0.031520503720652474,0.06217368119409213
0.022000000000000013,-0.02069929674034679,0.07337755343181808,0.03172660766749172,0.06209771267920651
0.023000000000000013,-0.020695835278159703,0.073377683753549,0.03193081094664842,0.062021229271861766
0.024000000000000014,-0.02069208123847953,0.07337781094628866,0.03213312287552625,0.06194422748226683
0.025000000000000015,-0.020688025523219515,0.07337793510204701,0.032333552685230166,0.061866703796977854
0.026000000000000016,-0.020683659324657228,0.07337805630885963,0.03253210952098766,0.0617886546787379
0.027000000000000017,-0.020678974120601615,0.07337817465095953,0.032728802442566006,0.0617100765663155
0.028000000000000018,-0.02067396166966639,0.07337829020894154,0.032923640424685666,0.06163096587434223
0.02900000000000002,-0.020668614006658488,0.07337840305992091,0.03311663235742976,0.061551318993149064
0.03000000000000002,-0.02066292343808819,0.0733785132776853,0.033307787046649724,0.061471132288601696
0.03100000000000002,-0.0206568825378061,0.07337862093284103,0.0334971132143671,0.061390402101934735
0.03200000000000002,-0.02065048414277214,0.07337872609295348,0.033684619499171516,0.061309124749584706
0.03300000000000002,-0.020643721348958907,0.07337882882268223,0.03387031445661481,0.06122729652302204
0.03400000000000002,-0.020636587507392192,0.07337892918391076,0.034054206559601445,0.06114491368858186
0.035000000000000024,-0.020629076220329584,0.0733790272358712,0.0342363041987751,0.06106197248729354
0.036000000000000025,-0.020621181337576736,0.07337912303526428,0.034416615682901504,0.060978469134709265
0.037000000000000026,-0.02061289695294133,0.07337921663637485,0.034595149239247565,0.06089439982073136
0.03800000000000003,-0.020604217400822297,0.07337930809118255,0.034771913013956754,0.0608097607094384
0.03900000000000003,-0.020595137252931987,0.07337939744946885,0.034946915072420814,0.0607245479389102
0.04000000000000003,-0.020585651315148196,0.07337948475891963,0.03512016339964775,0.060638757621051614
0.04100000000000003,-0.020575754624491994,0.0733795700652239,0.035291665900626164,0.0605523858414151
0.04200000000000003,-0.020565442446227038,0.07337965341216937,0.03546143040068599,0.06046542865902217
0.04300000000000003,-0.020554710271075242,0.07337973484173385,0.035629464645855494,0.060377882106183486
0.04400000000000003,-0.020543553812543663,0.07337981439417357,0.03579577630321473,0.06028974218831791
0.04500000000000003,-0.02053196900435677,0.07337989210810841,0.035960372961245386,0.06020100488377017
0.046000000000000034,-0.020519951997987996,0.07337996802060398,0.03612326213017702,0.06011166614362738
0.047000000000000035,-0.020507499160284992,0.07338004216725032,0.036284451242329735,0.060021721891534346
0.048000000000000036,-0.020494607071181184,0.07338011458223875,0.03644394765245332,0.05993116802350746
0.04900000000000004,-0.020481272521488843,0.07338018529843485,0.0366017586380628,0.05984000040774757
0.05000000000000004,-0.020467492510765618,0.0733802543474498,0.03675789139977054,0.05974821488445135
0.05100000000000004,-0.020453264245249722,0.07338032175970882,0.036912353061614736,0.059655807265621585
0.05200000000000004,-0.02043858513585643,0.07338038756451706,0.037065150671384536,0.059562773334875974
0.05300000000000004,-0.020423452796230798,0.07338045179012354,0.037216291200941574,0.059469108847254856
0.05400000000000004,-0.020407865040849897,0.07338051446378263,0.03736578154653809,0.059374809529027454
0.05500000000000004,-0.020391819883169453,0.07338057561181363,0.037513628529131614,0.05927987107749688
0.05600000000000004,-0.02037531553380942,0.07338063525965798,0.03765983889469615,0.059184289160803843
0.057000000000000044,-0.020358350398773123,0.07338069343193458,0.03780441931453003,0.05908805941772894
0.058000000000000045,-0.02034092307769536,0.07338075015249348,0.03794737638556029,0.058991177457493715
0.059000000000000045,-0.02032303236211483,0.07338080544446708,0.038088716630643664,0.0588936388595603
0.060000000000000046,-0.020304677233766687,0.07338085933032015,0.03822844649886423,0.05879543917342969
0.06100000000000005,-0.02028585686289116,0.07338091183189763,0.03836657236582765,0.0586965739184387
0.06200000000000005,-0.02026657060655468,0.0733809629704709,0.0385031005339521,0.05859703858355553
0.06300000000000004,-0.02024681800698052,0.07338101276678212,0.038638037232755836,0.0584968286271739
0.06400000000000004,-0.020226598789885045,0.07338106124108734,0.038771388619141395,0.05839593947690586
0.06500000000000004,-0.02020591286281817,0.0733811084131977,0.03890316077767657,0.05829436652937316
0.06600000000000004,-0.02018476031350423,0.07338115430251872,0.03903335972087202,0.05819210514999715
0.06700000000000005,-0.02016314140818197,0.07338119892808881,0.03916199138945559,0.0580891506727874
0.06800000000000005,-0.020141056589941322,0.07338124230861559,0.03928906165264342,0.05798549840012873
0.06900000000000005,-0.0201185064770554,0.07338128446251074,0.03941457630840768,0.0578811436025669
0.07000000000000005,-0.020095491861306356,0.07338132540792378,0.03953854108374121,0.05777608151859283
0.07100000000000005,-0.020072013706303335,0.07338136516277383,0.039660961634918744,0.057670307354425285
0.07200000000000005,-0.02004807314579214,0.07338140374478011,0.03978184354775503,0.057563816283792174
0.07300000000000005,-0.020023671481954886,0.07338144117149122,0.039901192337859735,0.05745660344771038
0.07400000000000005,-0.0199988101836997,0.07338147746031266,0.04001901345088905,0.05734866395426398
0.07500000000000005,-0.019973490884938945,0.07338151262853261,0.040135312262794196,0.057239992878381094
0.07600000000000005,-0.019947715382856154,0.0733815466933473,0.04025009408006672,0.057130585261609114
0.07700000000000005,-0.01992148563616082,0.07338157967188398,0.04036336413998062,0.057020436111888506
0.07800000000000006,-0.019894803763330707,0.07338161158122268,0.04047512761083131,0.056909540403324986
0.07900000000000006,-0.019867672040841732,0.07338164243841688,0.04058538959217142,0.056797893075960254
0.08000000000000006,-0.01984009290138464,0.07338167226051276,0.04069415511504352,0.056685489035541076
0.08100000000000006,-0.019812068932068785,0.07338170106456654,0.04080142914220963,0.05657232315328684
0.08200000000000006,-0.019783602872612736,0.07338172886766099,0.04090721656837771,0.056458390265655585
0.08300000000000006,-0.01975469761352113,0.07338175568692033,0.04101152222042493,0.056343685174108316
0.08400000000000006,-0.019725356194248575,0.07338178153952381,0.04111435085761799,0.05622820264487191
0.08500000000000006,-0.019695581801349622,0.0733818064427178,0.04121570717183022,0.05611193740870021
0.08600000000000006,-0.019665377766615075,0.07338183041382679,0.041315595787755684,0.05599488416063369
0.08700000000000006,-0.019634747565194666,0.07338185347026256,0.04141402126312018,0.05587703755975731
0.08800000000000006,-0.019603694813705788,0.07338187562953268,0.04151098808888922,0.05575839222895688
0.08900000000000007,-0.01957222326832796,0.07338189690924711,0.041606500689472935,0.0556389427546737
0.09000000000000007,-0.01954033682288355,0.07338191732712372,0.04170056342292795,0.05551868368665756
0.09100000000000007,-0.0195080395069038,0.07338193690099232,0.04179318058115624,0.055397609537718016
0.09200000000000007,-0.019475335483680502,0.07338195564879783,0.04188435639010095,0.05527571478347406
0.09300000000000007,-0.019442229048302895,0.07338197358860168,0.041974095009939226,0.05515299386210204
0.09400000000000007,-0.019408724625679816,0.07338199073858204,0.042062400535272035,0.055029441174081865
0.09500000000000007,-0.019374826768546502,0.0733820071170332,0.04214927699531099,0.054905051081941554
0.09600000000000007,-0.019340540155456144,0.0733820227423629,0.04223472835406221,0.05477981790999998
0.09700000000000007,-0.019305869588755842,0.07338203763308962,0.04231875851050717,0.0546537359441079
0.09800000000000007,-0.019270819992546727,0.07338205180783727,0.0424013712987806,0.054526799431387205
0.09900000000000007,-0.019235396410627804,0.07338206528532996,0.04248257048834545,0.0543990025799685
0.10000000000000007,-0.019199604004423693,0.07338207808438496,0.04256235978416488,0.054270339558726746
0.10100000000000008,-0.01916344805089572,0.07338209022390442,0.042640742826871296,0.05414080449701527
0.10200000000000008,-0.019126933940436158,0.07338210172286655,0.04271772319293249,0.05401039148439786
0.10300000000000008,-0.019090067174745613,0.07338211260031519,0.04279330439481479,0.053879094570379066
0.10400000000000008,-0.019052853364693347,0.07338212287534862,0.042867489881143354,0.05374690776413274
0.10500000000000008,-0.01901529822816014,0.07338213256710735,0.04294028303685953,0.05361382503422864
0.10600000000000008,-0.018977407587864217,0.07338214169476073,0.04301168718337528,0.05347984030835726
0.10700000000000008,-0.018939187369169698,0.07338215027749281,0.043081705578724754,0.05334494747305275
0.10800000000000008,-0.018900643597877825,0.07338215833448714,0.04315034141771292,0.053209140373413975
0.10900000000000008,-0.01886178239800109,0.07338216588491102,0.04321759783206136,0.053072412812823634
0.11000000000000008,-0.018822609989520567,0.07338217294789816,0.04328347789055117,0.05293475855266562
0.11100000000000008,-0.01878313268612669,0.07338217954253162,0.04334798459916295,0.05279617131204026
0.11200000000000009,-0.018743356892943604,0.0733821856878251,0.043411120901214004,0.05265664476747779
0.11300000000000009,-0.01870328910423824,0.0733821914027038,0.0434728896774926,0.052516172552649815
