time_s,desired_vx_m_s,actual_com_vx_m_s
0.0,0.03,0.00013893271690875386
0.001,0.03,0.0002001746763211804
0.002,0.03,0.00026142273171608283
0.003,0.03,0.0003226797084597832
0.004,0.03,0.0003839484317684189
0.005,0.03,0.00044523172685367694
0.006,0.03,0.000506532419073068
0.007,0.03,0.00056785333408822
0.008,0.03,0.0006291972980271419
0.009000000000000001,0.03,0.0006905671376521799
0.010000000000000002,0.03,0.0007519656805322477
0.011000000000000003,0.03,0.0008133957552190297
0.012000000000000004,0.03,0.0008748601914272393
0.013000000000000005,0.03,0.0009363618202182345
0.014000000000000005,0.03,0.0009979034741865308
0.015000000000000006,0.03,0.0010594879876493085
0.016000000000000007,0.03,0.0011211181968384038
0.017000000000000008,0.03,0.0011827969400942007
0.01800000000000001,0.03,0.0012445270580609255
0.01900000000000001,0.03,0.0013063113938836985
0.02000000000000001,0.03,0.0013681527934062722
0.02100000000000001,0.03,0.0014300541053685462
0.022000000000000013,0.03,0.0014920181816045995
0.023000000000000013,0.03,0.0015540478772399463
0.024000000000000014,0.03,0.0016161460508871328
0.025000000000000015,0.03,0.001678315564840806
0.026000000000000016,0.03,0.0017405592852692254
0.027000000000000017,0.03,0.0018028800824037984
0.028000000000000018,0.03,0.0018652808307251594
0.02900000000000002,0.03,0.0019277644091455453
0.03000000000000002,0.03,0.001990333701186414
0.03100000000000002,0.03,0.0020529915951510865
0.03200000000000002,0.03,0.002115740984292562
0.03300000000000002,0.03,0.002178584766974423
0.03400000000000002,0.03,0.002241525846825841
0.035000000000000024,0.03,0.0023045671328892274
0.036000000000000025,0.03,0.0023677115397603577
0.037000000000000026,0.03,0.0024309619877213463
0.03800000000000003,0.03,0.0024943214028641508
0.03900000000000003,0.03,0.002557792717206572
0.04000000000000003,0.03,0.0026213788687985094
0.04100000000000003,0.03,0.0026850828018197474
0.04200000000000003,0.03,0.0027489074666677714
0.04300000000000003,0.03,0.0028128558200363816
0.04400000000000003,0.03,0.0028769308249850982
0.04500000000000003,0.03,0.0029411354509981
0.046000000000000034,0.03,0.003005472674034878
0.047000000000000035,0.03,0.0030699454765704447
0.048000000000000036,0.03,0.003134556847627143
0.04900000000000004,0.03,0.003199309782797614
0.05000000000000004,0.03,0.0032642072842583203
0.05100000000000004,0.03,0.0033292523607767995
0.05200000000000004,0.03,0.0033944480277095204
0.05300000000000004,0.03,0.0034597973069942843
0.05400000000000004,0.03,0.0035253032271356077
0.05500000000000004,0.03,0.0035909688231845803
0.05600000000000004,0.03,0.0036567971367139026
0.057000000000000044,0.03,0.0037227912157899888
0.058000000000000045,0.03,0.003788954114940045
0.059000000000000045,0.03,0.003855288895119068
0.060000000000000046,0.03,0.003921798623674639
0.06100000000000005,0.03,0.003988486374311567
0.06200000000000005,0.03,0.004055355227058162
0.06300000000000004,0.03,0.004122408268233674
0.06400000000000004,0.03,0.004189648590419974
0.06500000000000004,0.03,0.004257079292435906
0.06600000000000004,0.03,0.004324703479318528
0.06700000000000005,0.03,0.004392524262309754
0.06800000000000005,0.03,0.004460544758850616
0.06900000000000005,0.03,0.004528768092584293
0.07000000000000005,0.03,0.004597197393369003
0.07100000000000005,0.03,0.004665835797300373
0.07200000000000005,0.03,0.0047346864467470206
0.07300000000000005,0.03,0.0048037524903968305
0.07400000000000005,0.03,0.004873037083318213
0.07500000000000005,0.03,0.004942543387034181
0.07600000000000005,0.03,0.005012274569612087
0.07700000000000005,0.03,0.005082233805768942
0.07800000000000006,0.03,0.0051524242769924785
0.07900000000000006,0.03,0.005222849171679208
0.08000000000000006,0.03,0.005293511685289597
0.08100000000000006,0.03,0.005364415020520894
0.08200000000000006,0.03,0.005435562387497275
0.08300000000000006,0.03,0.005506957003978547
0.08400000000000006,0.03,0.005578602095586368
0.08500000000000006,0.03,0.005650500896048661
0.08600000000000006,0.03,0.005722656647462192
0.08700000000000006,0.03,0.00579507260057257
0.08800000000000006,0.03,0.005867752015070933
0.08900000000000007,0.03,0.00594069815990897
0.09000000000000007,0.03,0.0060139143136292445
0.09100000000000007,0.03,0.006087403764712272
0.09200000000000007,0.03,0.006161169811936612
0.09300000000000007,0.03,0.0062352157647566206
0.09400000000000007,0.03,0.006309544943690174
0.09500000000000007,0.03,0.00638416068072113
0.09600000000000007,0.03,0.006459066319711521
0.09700000000000007,0.03,0.006534265216825325
0.09800000000000007,0.03,0.006609760740960048
0.09900000000000007,0.03,0.006685556274186534
0.10000000000000007,0.03,0.006761655212195083
0.10100000000000008,0.03,0.006838060964746365
0.10200000000000008,0.03,0.006914776956125895
0.10300000000000008,0.03,0.006991806625600481
0.10400000000000008,0.03,0.007069153427875583
0.10500000000000008,0.03,0.007146820833551138
0.10600000000000008,0.03,0.007224812329575381
0.10700000000000008,0.03,0.0073031314196944
0.10800000000000008,0.03,0.007381781624896655
0.10900000000000008,0.03,0.007460766483850172
0.11000000000000008,0.03,0.007540089553331332
0.11100000000000008,0.03,0.007619754408644557
0.11200000000000009,0.03,0.00769976464403029
0.11300000000000009,0.03,0.007780123873060876
0.11400000000000009,0.03,0.007860835729023437
0.11500000000000009,0.03,0.007941903865287063
0.11600000000000009,0.03,0.008023331955656247
0.11700000000000009,0.03,0.008105123694705993
0.11800000000000009,0.03,0.008187282798100997
0.11900000000000009,0.03,0.008269813002896009
0.12000000000000009,0.03,0.00835271806781941
0.1210000000000001,0.03,0.008436001773535703
0.1220000000000001,0.03,0.008519667922891163
0.1230000000000001,0.03,0.008603720341138644
0.1240000000000001,0.03,0.008688162876144033
0.12500000000000008,0.03,0.008772999398574201
0.12600000000000008,0.03,0.008858233802064583
0.12700000000000009,0.03,0.008943870003370229
0.12800000000000009,0.03,0.009029911942498357
0.1290000000000001,0.03,0.009116363582823708
0.1300000000000001,0.03,0.009203228911188716
0.1310000000000001,0.03,0.009290511937987633
0.1320000000000001,0.03,0.009378216697237098
0.1330000000000001,0.03,0.009466347246634664
0.1340000000000001,0.03,0.009554907667604239
0.1350000000000001,0.03,0.009643902065333894
0.1360000000000001,0.03,0.009733334568803553
0.1370000000000001,0.03,0.00982320933080757
0.1380000000000001,0.03,0.009913530527971432
0.1390000000000001,0.03,0.01000430236076668
0.1400000000000001,0.03,0.010095529053524711
0.1410000000000001,0.03,0.010187214854451685
0.1420000000000001,0.03,0.01027936403564743
0.1430000000000001,0.03,0.010371980893130173
0.1440000000000001,0.03,0.010465069746869586
0.1450000000000001,0.03,0.010558634940830461
0.1460000000000001,0.03,0.010652680843030796
0.1470000000000001,0.03,0.010747211845615267
0.1480000000000001,0.03,0.010842232364948393
0.1490000000000001,0.03,0.010937746841730777
0.1500000000000001,0.03,0.011033759741139891
0.1510000000000001,0.03,0.011130275553000795
0.1520000000000001,0.03,0.01122729873889191
0.1530000000000001,0.03,0.011324833677871451
0.1540000000000001,0.03,0.011422884723616935
0.1550000000000001,0.03,0.011521456260102045
0.1560000000000001,0.03,0.011620552701936064
0.1570000000000001,0.03,0.011720178494683578
0.1580000000000001,0.03,0.011820338115161972
0.1590000000000001,0.03,0.011921036071717413
0.16000000000000011,0.03,0.012022276904476563
0.16100000000000012,0.03,0.012124065185574576
0.16200000000000012,0.03,0.01222640551935689
0.16300000000000012,0.03,0.012329302542556406
0.16400000000000012,0.03,0.012432760924444194
0.16500000000000012,0.03,0.012536785366954715
0.16600000000000012,0.03,0.012641380604784903
0.16700000000000012,0.03,0.012746551405468562
0.16800000000000012,0.03,0.012852302569424948
0.16900000000000012,0.03,0.01295863892998556
0.17000000000000012,0.03,0.013065565353395469
0.17100000000000012,0.03,0.013173086738795373
0.17200000000000013,0.03,0.01328120801818222
0.17300000000000013,0.03,0.013389934156351578
0.17400000000000013,0.03,0.013499270150822647
0.17500000000000013,0.03,0.013609221031748886
0.17600000000000013,0.03,0.013719791861814422
0.17700000000000013,0.03,0.01383098773611971
0.17800000000000013,0.03,0.013942813782058104
0.17900000000000013,0.03,0.014055275159184323
0.18000000000000013,0.03,0.01416837705907922
