time_s,force_x_N,force_y_N,force_z_N
0.0,1.0646881169475588,0.6749701819343166,20.664148680750834
0.001,0.9069641443734645,0.5799877933374686,20.664235459272692
0.002,0.7468227833838684,0.3943269523834916,20.664308775448077
0.003,0.5883305156401648,0.1346264628383289,20.664381890946217
0.004,0.4317569135654783,-0.19426096203947152,20.664455392840317
0.005,0.277186788304029,-0.5903694193777622,20.66452977921457
0.006,0.12456083206162516,-1.0541134033433444,20.664605464721994
0.007,-0.026284630560448448,-1.5877746850058567,20.664682785735167
0.008,-0.12487398173036444,-1.9819988047157306,20.664762005187484
0.009000000000000001,-0.1192958468872585,-1.9654014341561044,20.664843317175
0.010000000000000002,-0.11405781278114029,-1.9490321960414527,20.66492685136051
0.011000000000000003,-0.10917311196045905,-1.9329230933553658,20.665012677252918
0.012000000000000004,-0.10465653530959168,-1.9171309889566666,20.66510080838883
0.013000000000000005,-0.10052395629229996,-1.901732851733432,20.665191206457123
0.014000000000000005,-0.09679187861954185,-1.8868212188437752,20.66528378539226
0.015000000000000006,-0.09347700777939436,-1.8724998751182098,20.66537841545174
0.016000000000000007,-0.22715164606822524,-2.5106961409872963,20.665474927297858
0.017000000000000008,-0.22120881830942918,-2.4829717384726626,20.665573116082367
0.01800000000000001,-0.21580310560284527,-2.4565686505034168,20.665672745540284
0.01900000000000001,-0.21093891197935893,-2.4315628588037588,20.665773552088247
0.02000000000000001,-0.20661956148443705,-2.408024634062983,20.66587524891475
0.02100000000000001,-0.20284719778173224,-2.38601614197869,20.66597753005243
0.022000000000000013,-0.19962269630405852,-2.3655892248447206,20.666080074418574
0.023000000000000013,-0.19694558908462156,-2.3467833604083683,20.666182549795607
0.024000000000000014,-0.19481400237197077,-2.329623801048677,20.666284616735556
0.025000000000000015,-0.19322460711066225,-2.3141198978190456,20.666385932368257
0.026000000000000016,-0.1921725823441437,-2.300263615470758,20.666486154082104
0.027000000000000017,-0.19165159156575823,-2.2880282461851325,20.666584943053365
0.028000000000000018,-0.19165377202006217,-2.2773673312810847,20.666681967604884
0.02900000000000002,-0.1921697369212279,-2.268213801526208,20.66677690636493
0.03000000000000002,-0.19318859051930398,-2.260479347817621,20.666869451209237
0.03100000000000002,-0.19469795590395206,-2.254054034756603,20.666959309961616
0.03200000000000002,-0.19668401538706515,-2.2488061699053197,20.667046208838435
0.03300000000000002,0.07666788190394291,-2.907871378254485,20.667129894618874
0.03400000000000002,0.13271376793213138,-3.939961887107641,20.667210136535715
0.035000000000000024,0.13292612716715202,-3.9223485369320965,20.667286727876643
0.036000000000000025,0.13314448119590622,-3.9049167979104915,20.667359487281168
0.037000000000000026,0.13336884247193845,-3.8876657329902375,20.66742825974975
0.03800000000000003,0.13359922481852388,-3.8705944243076793,20.66749291735453
0.03900000000000003,0.13383564344324778,-3.853701973049307,20.66755335965876
0.04000000000000003,0.1340781149431705,-3.8369874992500868,20.667609513863134
0.04100000000000003,0.13432665730099055,-3.8204501415341685,20.667661334676243
0.04200000000000003,0.13458128987184345,-3.8040890567999535,20.667708803938723
0.04300000000000003,0.13484203336177317,-3.787903419856324,20.66775193000987
0.04400000000000003,0.13510890979590545,-3.7718924230187647,20.667790746933544
0.04500000000000003,0.13538194247902996,-3.756055275670015,20.667825313412518
0.046000000000000034,0.13566115594723885,-3.7403912037883007,20.66785571160455
0.047000000000000035,0.13594657591098847,-3.724899449450471,20.66788204576963
0.048000000000000036,0.13623822919169012,-3.7095792703189248,20.667904440786373
0.04900000000000004,0.1365361436492409,-3.694429939114797,20.667923040562236
0.05000000000000004,0.13684034810478254,-3.679450743080496,20.667938006363247
0.05100000000000004,0.13715087225645803,-3.6646409834384976,20.667949515079208
0.05200000000000004,0.1374677465892586,-3.6499999748558425,20.66795775745097
0.05300000000000004,0.1377910022813598,-3.6355270449083212,20.667962936277824
0.05400000000000004,0.13812067110494458,-3.621221533553629,20.667965264627803
0.05500000000000004,0.13845678532414812,-3.607082792621036,20.667964964056697
0.05600000000000004,0.13879937759129446,-3.593110185309326,20.667962262867086
0.057000000000000044,0.13914848083916637,-3.5793030857063197,20.66795739441171
0.058000000000000045,0.13950412817304397,-3.5656608783264283,20.667950595452872
0.059000000000000045,0.13986635276298834,-3.5521829576664885,20.667942104595465
0.060000000000000046,0.1402351877341081,-3.538868727786982,20.66793216079544
0.06100000000000005,0.14061066605933603,-3.5257176019130103,20.66792100195636
